BLZ	Bankname
60069832	Raiffeisenbank Urbach
60069832	Raiffeisenbank Urbach (Gf P2)
60069842	Darmsheimer Bank
60069842	Darmsheimer Bank (Gf P2)
60069858	Enztalbank
60069858	Enztalbank
60069858	Enztalbank
60069858	Enztalbank (Gf P2)
60069860	Federseebank
60069860	Federseebank (Gf P2)
60069860	Federseebank Gs
60069860	Federseebank Gs
60069860	Federseebank Gs
60069860	Federseebank Gs
60069876	Raiffeisenbank Oberes Gäu Ergenzingen
60069876	Raiffeisenbank Oberes Gäu
60069876	Raiffeisenbank Oberes Gäu Ergenzingen (Gf P2)
60069876	Raiffeisenbank Oberes Gäu Gs Wachendorf
60069896	Volksbank Freiberg und Umgebung
60069904	VR-Bank Alb
60069904	VR-Bank Alb
60069904	VR-Bank Alb
60069904	VR-Bank Alb
60069904	VR-Bank Alb
60069904	VR-Bank Alb (Gf P2)
60069905	Volksbank Remseck
60069905	Volksbank Remseck (Gf P2)
60069911	Raiffeisenbank
60069911	Raiffeisenbank (Gf P2)
60069926	Volksbank Glatten-Wittendorf -alt-
60069926	Volksbank Glatten-Wittendorf
60069926	Volksbank Glatten-Wittendorf (Gf P2)
60069927	Berkheimer Bank
60069927	Berkheimer Bank (Gf P2)
60069931	Raiffeisenbank
60069931	Raiffeisenbank (Gf P2)
60069950	Raiffeisenbank Tüngental
60069950	Raiffeisenbank Tüngental (Gf P2)
60069971	Raiffeisenbank Ehingen-Hochsträß
60069971	Raiffeisenbank Ehingen-Hochsträß
60069972	Raiffeisenbank Sechta-Ries
60069976	Raiffeisenbank Böllingertal
60069976	Raiffeisenbank Böllingertal
60069976	Raiffeisenbank Böllingertal (Gf P2)
60069980	Raiffeisenbank Maselheim-Äpfingen
60070024	Deutsche Bank Privat und Geschäftskunden
60070024	Deutsche Bank Privat und Geschäftskunden
60070024	Deutsche Bank Privat und Geschäftskunden
60070024	Deutsche Bank Privat und Geschäftskunden
60070024	Deutsche Bank Privat und Geschäftskunden
60070024	Deutsche Bank Privat und Geschäftskunden
60070070	Deutsche Bank
60070070	Deutsche Bank
60070070	Deutsche Bank
60070070	Deutsche Bank
60070070	Deutsche Bank
60070070	Deutsche Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080000	Commerzbank vormals Dresdner Bank
60080055	Commerzbank vormals Dresdner Bank Zw 55
60080057	Commerzbank vormals Dresdner Bank Gf Zw 57
60080085	Commerzbank vormals Dresdner Bank ITGK 2
60080086	Commerzbank vormals Dresdner Bank Gf PCC-ITGK 3
60080087	Commerzbank vormals Dresdner Bank, PCC DC-ITGK 4
60080088	Commerzbank vormals Dresdner Bank, PCC DC-ITGK 5
60089450	Commerzbank vormals Dresdner Bank ITGK
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart
60090100	Volksbank Stuttgart (Gf P2)
60090300	Volksbank Zuffenhausen m Zndl Stammheimer VB
60090300	Volksbank Zuffenhausen m Zndl Stammheimer VB (Gf P2)
60090609	apoBank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank
60090700	Südwestbank (Gf P2)
60090700	Südwestbank Bietigheim-Bissingen
60090800	Sparda-Bank Baden-Württemberg
60090900	PSD Bank RheinNeckarSaar
60120050	UniCredit Bank - HypoVereinsbank Ndl 434 Stgt
60120200	BHF-BANK
60120500	Bank für Sozialwirtschaft
60130100	FFS Bank
60133300	Santander Consumer Bank
60200000	Bundesbank eh Waiblingen
60220030	Baden-Württembergische Bank
60241074	Commerzbank
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250010	Kreissparkasse Waiblingen
60250184	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60261329	Fellbacher Bank
60261329	Fellbacher Bank (Gf P2)
60261622	VR-Bank Weinstadt
60261622	VR-Bank Weinstadt (Gf P2)
60261818	Raiffeisenbank Weissacher Tal
60261818	Raiffeisenbank Weissacher Tal (Gf P2)
60261818	Raiffeisenbank Weissacher Tal Gs Cottenweiler
60262063	Korber Bank
60262063	Korber Bank (Gf P2)
60262693	Kerner Volksbank
60262693	Kerner Volksbank (Gf P2)
60270024	Deutsche Bank Privat und Geschäftskunden
60270073	Deutsche Bank
60290110	Volksbank Rems -alt-
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems
60290110	Volksbank Rems (Gf P2)
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang
60291120	Volksbank Backnang (Gf P2)
60291120	Volksbank Backnang Zw Oppenweiler
60291120	Volksbank Backnang Zw Sulzbach, Murr
60291120	Volksbank Backnang Zw Weissach
60291510	Volksbank Winnenden
60291510	Volksbank Winnenden
60291510	Volksbank Winnenden Zw Bittenfeld
60291510	Volksbank Winnenden Zw Leutenbach
60291510	Volksbank Winnenden Zw Schwaikheim
60300000	Bundesbank eh Sindelfingen
60320030	Baden-Württembergische Bank
60320291	UniCredit Bank - HypoVereinsbank
60340071	Commerzbank Sindelfingen
60340071	Commerzbank
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60350130	Kreissparkasse Böblingen
60361923	Raiffeisenbank Weissach
60361923	Raiffeisenbank Weissach
60361923	Raiffeisenbank Weissach (Gf P2)
60380002	Commerzbank vormals Dresdner Bank
60380002	Commerzbank vormals Dresdner Bank
60380002	Commerzbank vormals Dresdner Bank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank
60390000	Vereinigte Volksbank (Gf P2)
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg
60390300	Volksbank Region Leonberg (Gf P2)
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg
60391310	Volksbank Herrenberg-Rottenburg (Gf P2)
60391420	Volksbank Magstadt
60391420	Volksbank Magstadt (Gf P2)
60400000	Bundesbank eh Ludwigsburg
60410600	Wüstenrot Bank Pfandbriefbk ehe Wüstenrot Hypo
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420000	Wüstenrot Bank Pfandbriefbank
60420186	UniCredit Bank - HypoVereinsbank
60422000	RSB Retail+Service Bank
60430060	Baden-Württembergische Bank
60431061	Baden-Württembergische Bank
60440073	Commerzbank
60440073	Commerzbank
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450050	Kreissparkasse Ludwigsburg
60450193	Baden-Württemb.Bank/Landesbank Baden-Württemb.
60460142	Volksbank Freiberg und Umgebung
60461809	Volksbank Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen
60462808	VR-Bank Asperg-Markgröningen (Gf P2)
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat und Geschäftskunden
60470024	Deutsche Bank Privat- und Geschäftskunden
60470082	Deutsche Bank
60470082	Deutsche Bank
60470082	Deutsche Bank
60470082	Deutsche Bank
60470082	Deutsche Bank
60470082	Deutsche Bank
60470082	Deutsche Bank
60480008	Commerzbank vormals Dresdner Bank
60480008	Commerzbank vormals Dresdner Bank
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg
60490150	Volksbank Ludwigsburg (Gf P2)
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar
60491430	VR-Bank Stromberg-Neckar (Gf P2)
60651070	Kreissparkasse Calw -alt-
60651070	Kreissparkasse Calw -alt-
60661369	Raiffeisenbank
60661369	Raiffeisenbank
60661369	Raiffeisenbank (Gf P2)
60661369	Raiffeisenbank Birkenfeld
60661369	Raiffeisenbank Birkenfeld
60661369	Raiffeisenbank Birkenfeld Zw Arnbach
60661906	Raiffeisenbank Wimsheim-Mönsheim
60661906	Raiffeisenbank Wimsheim-Mönsheim
60661906	Raiffeisenbank Wimsheim-Mönsheim (Gf P2)
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw
60663084	Raiffeisenbank im Kreis Calw (Gf P2)
60670024	Deutsche Bank Privat- und Geschäftskunden
60670070	Deutsche Bank
60691440	Volksbank Maulbronn-Oberderdingen -alt-
60691440	Volksbank Maulbronn-Oberderdingen (Gf P2)
61020030	Baden-Württembergische Bank
61030000	Bankhaus Gebr. Martin
61040014	Commerzbank
61040014	Commerzbank
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050000	Kreissparkasse Göppingen
61050181	Baden-Württemb.Bank/Landesbank Baden-Württemb.
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen
61060500	Volksbank Göppingen (Gf P2)
61070024	Deutsche Bank Privat und Geschäftskunden
61070024	Deutsche Bank Privat und Geschäftskunden
61070024	Deutsche Bank Privat und Geschäftskunden
61070078	Deutsche Bank
61070078	Deutsche Bank
61070078	Deutsche Bank
61080006	Commerzbank vormals Dresdner Bank
61091200	Volksbank-Raiffeisenbank Deggingen
61091200	Volksbank-Raiffeisenbank Deggingen
61091200	Volksbank-Raiffeisenbank Deggingen
61091200	Volksbank-Raiffeisenbank Deggingen
61091200	Volksbank-Raiffeisenbank Deggingen (Gf P2)
61100000	Bundesbank eh Esslingen
61120030	Baden-Württembergische Bank
61120286	UniCredit Bank - HypoVereinsbank
61140071	Commerzbank
61140071	Commerzbank
61140071	Commerzbank
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150020	Kreissparkasse Esslingen-Nürtingen
61150185	Baden-Württemb.Bank/Landesbank Baden-Württemb.
61161696	Volksbank Filder
61161696	Volksbank Filder
61161696	Volksbank Filder (Gf P2)
61170024	Deutsche Bank Privat und Geschäftskunden
61170024	Deutsche Bank Privat und Geschäftskunden
61170024	Deutsche Bank Privat und Geschäftskunden
61170024	Deutsche Bank Privat und Geschäftskunden
61170076	Deutsche Bank
61170076	Deutsche Bank
61170076	Deutsche Bank
61170076	Deutsche Bank
